custid,retained,created,firstorder,lastorder,esent,eopenrate,eclickrate,avgorder,ordfreq,paperless,refill,doorstep,favday
GCU9D6,0,6/3/2013,7/8/2013,7/8/2013,0,0,0,102.07,0,0,0,0,Thursday
9J3GT7,1,9/5/2011,3/21/2012,6/23/2013,47,14.89361702,4.255319149,36.61,0.013071895,0,0,0,Monday
F5ED33,1,7/16/2011,7/16/2011,9/15/2013,47,10.63829787,4.255319149,16.98,0.007575758,0,0,0,Monday
9FS8JL,0,6/16/2012,6/16/2012,8/12/2013,0,0,0,59.75,0.056872038,1,0,0,Monday
X422W5,1,5/18/2011,5/18/2011,1/14/2013,45,6.666666667,2.222222222,81.77,0.014827018,1,0,0,Monday
KECP6J,1,5/13/2012,5/14/2012,2/18/2013,38,63.15789474,10.52631579,95.53,0.017857143,0,0,0,Monday
GJ75CF,1,6/30/2013,6/30/2013,1/18/2014,54,50,9.259259259,156.87,0.064356436,1,0,1,Monday
455QBK,0,4/9/2013,4/9/2013,4/9/2013,1,100,0,18.55,0,0,0,0,Wednesday
Y7F33W,1,6/3/2013,6/21/2013,6/21/2013,44,2.272727273,2.272727273,93.58,0,1,0,0,Tuesday
KYLPLB,0,3/3/2013,3/4/2013,9/2/2013,0,0,0,177.47,0.010989011,0,0,0,Tuesday
8USYRF,1,5/13/2011,5/20/2011,1/29/2013,44,18.18181818,0,28.65,0.033870968,0,0,0,Friday
UU399N,1,6/2/2013,6/3/2013,6/3/2013,45,8.888888889,0,39.51,0,1,0,0,Tuesday
WMAULV,1,4/13/2013,4/29/2013,10/8/2013,33,72.72727273,33.33333333,50.94,0.185185185,0,0,0,Wednesday
L79NLB,1,8/28/2012,7/20/2012,4/18/2013,35,40,5.714285714,61.17,0.044117647,0,0,0,Sunday
EZENXZ,1,3/15/2013,3/15/2013,3/15/2013,45,0,0,66.39,0,0,0,0,Friday
AYT727,1,1/2/2013,1/14/2013,1/14/2013,45,6.666666667,2.222222222,54.96,0,0,0,0,Monday
VV3NCQ,1,4/1/2013,4/7/2013,5/7/2013,45,11.11111111,4.444444444,39.2,0.066666667,1,0,0,Wednesday
8FNBXN,1,7/12/2011,11/21/2013,11/24/2013,24,75,8.333333333,51.13,0.666666667,1,0,0,Friday
NSKMZM,1,4/4/2013,4/9/2013,4/9/2013,45,0,0,53.34,0,0,0,0,Wednesday
AYWC6R,1,7/26/2011,8/9/2011,10/27/2013,41,56.09756098,29.26829268,46.6,0.048148148,1,0,0,Wednesday
6BRTBC,1,10/28/2011,11/2/2011,11/2/2011,42,23.80952381,0,111.17,0,0,0,0,Wednesday
H2MFDJ,0,3/23/2013,6/11/2013,7/18/2013,0,0,0,41.94,0.081081081,1,0,0,Wednesday
V7URLS,0,10/15/2012,10/16/2012,5/21/2013,0,0,0,259.06,0.013824885,1,0,0,Wednesday
7GJCVQ,1,4/9/2013,4/15/2013,4/15/2013,45,2.222222222,0,101.29,0,0,0,0,Tuesday
YA4RLE,1,4/21/2013,6/5/2013,1/19/2014,41,29.26829268,9.756097561,40.71,0.00877193,0,0,0,Saturday
7S86PK,1,4/1/2013,4/1/2013,10/13/2013,44,31.81818182,15.90909091,61.68,0.051282051,0,1,0,Tuesday
PQQXQJ,1,2/26/2013,4/17/2013,10/31/2013,49,20.40816327,12.24489796,81.99,0.055837563,0,0,0,Thursday
EKSVYW,1,6/8/2013,6/23/2013,11/3/2013,51,15.68627451,3.921568627,73.04,0.037593985,1,0,0,Friday
3DSMUG,1,9/29/2012,5/9/2013,5/9/2013,45,2.222222222,0,58.45,0,1,0,0,Saturday
6VPBLY,1,2/12/2013,2/19/2013,3/13/2013,46,6.52173913,2.173913043,66.22,0.090909091,0,0,0,Wednesday
GDZYLQ,1,4/13/2013,4/17/2013,6/3/2013,47,2.127659574,0,35.9,0.085106383,0,0,0,Friday
HQ2T34,1,1/20/2013,1/20/2013,1/20/2013,42,7.142857143,0,75.62,0,0,0,0,Monday
D6AKH2,1,4/17/2013,4/19/2013,4/19/2013,45,0,0,54.38,0,0,0,0,Thursday
6YCBXC,1,4/30/2013,5/1/2013,5/1/2013,44,2.272727273,0,51.47,0,0,0,0,Thursday
5UVJB8,0,5/27/2010,5/27/2010,12/8/2010,0,0,0,55.12,0.020512821,0,0,0,Thursday
KMZS6E,1,8/28/2012,8/2/2012,2/15/2013,34,14.70588235,2.941176471,53.09,0.010152284,1,0,0,Sunday
8CN5C9,1,5/13/2011,6/2/2011,7/21/2013,35,80,0,60.1,0.021794872,1,0,0,Friday
YB82AB,1,12/29/2012,12/30/2012,3/11/2013,41,0,0,78.41,0.042253521,0,0,0,Thursday
5QHJSW,0,6/17/2012,4/29/2013,5/6/2013,0,0,0,82.14,0.285714286,0,0,0,Wednesday
65AFBF,1,6/9/2013,6/10/2013,6/10/2013,44,2.272727273,0,89.18,0,1,0,0,Wednesday
NX7XCG,1,6/24/2013,7/2/2013,1/19/2014,41,70.73170732,21.95121951,77.18,0.009950249,1,0,0,Saturday
ELRJY3,1,5/21/2012,5/21/2012,9/23/2013,47,14.89361702,2.127659574,71.56,0.012244898,0,0,0,Wednesday
R3TLNL,1,5/4/2013,5/5/2013,1/19/2014,54,9.259259259,0,97.91,0.104247104,0,0,1,Monday
EFRPC8,1,11/26/2012,11/26/2012,9/14/2013,47,0,0,82.85,0.037671233,0,0,0,Monday
BU2FGV,1,11/5/2012,12/3/2012,1/11/2013,39,35.8974359,0,40.98,0.051282051,0,0,0,Friday
D8BVFW,1,9/12/2011,9/19/2011,12/9/2013,44,63.63636364,6.818181818,85.59,0.080049261,0,0,0,Friday
TTCZH7,1,8/28/2012,8/2/2012,6/30/2013,32,100,25,65.71,0.015060241,1,0,0,Monday
8D7WLY,1,6/17/2012,6/17/2012,7/15/2013,45,17.77777778,2.222222222,174.17,0.027989822,0,0,0,Tuesday
ECQW47,1,9/29/2012,3/25/2013,3/25/2013,45,2.222222222,0,103.19,0,1,0,0,Saturday
V8376R,1,12/2/2012,12/2/2012,6/2/2013,48,0,0,125.13,0.038461538,0,0,0,Monday
4BHQYF,1,3/29/2013,4/22/2013,4/22/2013,41,12.19512195,0,37.29,0,1,0,0,Wednesday
Z33SFA,0,5/21/2013,9/2/2013,9/2/2013,0,0,0,128.8,0,0,0,0,Wednesday
VAW5CD,1,2/4/2013,2/16/2013,11/4/2013,39,92.30769231,15.38461538,35.67,0.068965517,0,0,0,Tuesday
95N3NM,0,4/27/2013,9/24/2013,9/24/2013,8,25,12.5,72.3,0,0,0,0,Friday
G58S4U,1,6/8/2012,6/8/2012,8/6/2013,48,12.5,8.333333333,50.23,0.056603774,1,0,0,Wednesday
B6UZKN,0,6/19/2013,7/1/2013,7/1/2013,0,0,0,52.36,0,1,0,0,Tuesday
XKDTKL,1,11/3/2012,9/24/2013,9/24/2013,36,0,0,106.67,0,0,0,0,Tuesday
G2BBP8,1,3/23/2013,6/6/2013,6/6/2013,32,90.625,0,89.8,0,0,0,0,Friday
H336VH,1,2/16/2013,2/19/2013,2/25/2013,44,6.818181818,0,83.06,0.333333333,0,0,0,Tuesday
4E7XN8,1,6/10/2012,6/10/2012,1/13/2014,58,32.75862069,12.06896552,96.2,0.024054983,0,0,0,Monday
RE7HEB,1,8/28/2012,8/2/2012,12/18/2013,31,90.32258065,6.451612903,252.46,0.035785288,1,0,0,Sunday
98DRH5,1,6/18/2013,6/24/2013,6/24/2013,44,9.090909091,0,128.2,0,1,0,0,Friday
F6HP3W,1,3/15/2012,3/15/2012,1/12/2014,48,45.83333333,2.083333333,83.2,0.05988024,1,0,0,Monday
LMZGRG,1,6/10/2013,6/10/2013,6/10/2013,44,13.63636364,0,51.77,0,1,0,0,Tuesday
SGXLFZ,1,4/29/2013,5/9/2013,5/30/2013,46,2.173913043,0,36.38,0.095238095,0,0,0,Friday
MY5PUY,1,4/18/2012,4/18/2012,11/6/2013,50,50,4,74.41,0.012345679,0,0,0,Friday
8NAARD,1,4/7/2013,4/6/2013,4/6/2013,41,29.26829268,0,102.81,0,0,0,0,Tuesday
76DQAE,1,5/7/2012,5/8/2012,8/29/2012,48,2.083333333,2.083333333,75.73,0.088495575,0,0,0,Thursday
JMMKDG,1,7/29/2011,7/31/2011,1/6/2014,52,28.84615385,7.692307692,16.68,0.048314607,1,1,0,Tuesday
GC6663,1,8/28/2012,7/24/2012,7/24/2012,46,6.52173913,0,44.95,0,0,0,0,Thursday
AZQ44K,1,8/28/2012,10/15/2012,12/18/2013,56,17.85714286,5.357142857,46.53,0.065268065,1,1,0,Thursday
Q2X6VR,0,3/2/2011,5/10/2011,12/16/2013,27,22.22222222,11.11111111,250.92,0.10935857,0,0,0,Thursday
URM2CL,0,6/23/2013,6/24/2013,6/24/2013,0,0,0,110.84,0,1,0,0,Tuesday
8WY364,0,11/20/2012,1/15/2013,1/15/2013,0,0,0,103.74,0,0,0,0,Thursday
4BA5WP,1,8/28/2012,9/14/2012,11/6/2013,47,27.65957447,0,55.78,0.035885167,1,0,0,Saturday
XZ8YH4,1,8/28/2012,8/29/2012,9/10/2012,36,0,0,132.34,0.166666667,0,0,0,Sunday
QANQ6C,1,2/28/2013,3/4/2013,12/30/2013,58,20.68965517,3.448275862,71.57,0.099667774,0,0,1,Monday
JUYENJ,1,6/3/2013,6/3/2013,6/3/2013,45,15.55555556,4.444444444,49.07,0,1,0,0,Tuesday
9QZ3PK,0,8/28/2012,7/26/2012,7/21/2013,0,0,0,117.97,0.069444444,1,0,1,Tuesday
VU9NYG,1,8/14/2012,8/14/2012,8/14/2013,42,38.0952381,9.523809524,59.41,0.01369863,1,0,0,Monday
PDVY6B,0,11/10/2012,11/28/2012,11/28/2012,0,0,0,73.25,0,0,0,0,Thursday
WUJ256,1,3/28/2013,3/28/2013,4/25/2013,45,13.33333333,0,64.59,0.071428571,1,0,0,Friday
GX8A3B,1,6/30/2013,7/1/2013,8/8/2013,45,2.222222222,2.222222222,52.39,0.052631579,1,0,0,Saturday
HLLDMC,1,6/27/2011,4/10/2013,12/11/2013,50,24,22,72.52,0.053061224,0,0,0,Wednesday
6UBH79,0,8/31/2010,9/16/2010,12/12/2013,3,33.33333333,33.33333333,94.07,0.029585799,1,0,0,Friday
R8PX7X,1,3/19/2013,3/21/2013,12/14/2013,39,43.58974359,23.07692308,138.39,0.111940299,1,0,0,Monday
USG8WQ,1,4/28/2013,7/10/2013,7/10/2013,39,33.33333333,0,57.69,0,0,0,0,Saturday
EKRRU7,0,9/7/2012,9/19/2012,9/19/2012,34,23.52941176,14.70588235,88.14,0,1,0,0,Friday
FDW3TH,0,10/20/2010,2/24/2011,2/24/2011,0,0,0,66.33,0,1,0,0,Thursday
BAVDN5,1,11/13/2011,11/16/2011,6/6/2013,49,4.081632653,0,40.34,0.035211268,0,0,0,Friday
885Q3K,0,6/3/2013,6/3/2013,10/27/2013,1,100,0,51.15,0.054794521,1,0,0,Monday
QU3XFD,1,1/9/2013,1/16/2013,9/24/2013,37,59.45945946,2.702702703,69.62,0.007968127,0,0,0,Thursday
6Z2T45,1,6/17/2013,6/17/2013,6/17/2013,46,4.347826087,0,50.35,0,1,0,0,Tuesday
FT8CX2,1,12/7/2012,5/21/2013,5/21/2013,45,0,0,93.04,0,0,0,0,Wednesday
97K4PY,0,2/7/2013,2/11/2013,3/28/2013,27,7.407407407,0,273.93,0.177777778,0,0,0,Tuesday
MK7NPR,0,5/8/2013,11/5/2013,12/3/2013,6,33.33333333,0,237.84,0.071428571,0,0,0,Thursday
NCALYU,1,3/22/2013,3/22/2013,1/15/2014,56,0,0,70.6,0.130434783,0,0,1,Tuesday
R2KUMG,1,6/22/2013,6/22/2013,6/22/2013,38,39.47368421,5.263157895,51.34,0,1,0,0,Thursday
DHNHJW,1,2/18/2013,2/18/2013,2/18/2013,44,4.545454545,0,82.67,0,0,0,0,Saturday
TC4E95,1,5/13/2011,3/28/2013,8/22/2013,35,88.57142857,5.714285714,41.68,0.129251701,0,1,0,Friday
DQ92U9,1,5/24/2013,6/17/2013,8/26/2013,45,13.33333333,0,50.26,0.028571429,1,0,0,Tuesday
2FV9TJ,1,6/24/2013,6/26/2013,6/26/2013,39,41.02564103,0,100.22,0,1,0,0,Friday
34LYCC,1,6/19/2013,6/21/2013,6/21/2013,47,4.255319149,0,101.51,0,1,0,0,Thursday
ABUQ8M,1,7/7/2013,7/30/2013,7/30/2013,45,4.444444444,0,66.86,0,1,0,0,Wednesday
ZXPVF5,0,7/28/2011,7/28/2011,1/18/2013,0,0,0,56.26,0.037037037,1,0,0,Friday
RAK7F9,1,6/3/2011,6/6/2011,1/15/2014,46,6.52173913,2.173913043,90.01,0.004192872,0,0,0,Monday
TQ4CDP,1,10/6/2010,10/12/2010,4/7/2013,48,6.25,0,100.2,0.011013216,1,0,0,Monday
LFDJVY,1,8/5/2012,8/5/2012,1/19/2014,70,18.57142857,7.142857143,85.5,0.137218045,0,1,0,Monday
MVBVGA,1,7/24/2011,7/24/2011,1/13/2014,57,33.33333333,0,129.75,0.036504425,0,0,0,Monday
NGBS5D,1,8/28/2012,9/10/2012,6/24/2013,45,0,0,70.4,0.006968641,0,0,0,Thursday
AVY6JB,1,4/2/2013,4/2/2013,1/13/2014,43,88.37209302,6.976744186,80.93,0.059440559,1,1,0,Tuesday
PRE84Q,0,2/6/2013,2/6/2013,2/6/2013,0,0,0,51.02,0,0,0,0,Thursday
WEYLXL,0,6/9/2013,6/29/2013,7/7/2013,6,33.33333333,0,39.93,0.25,1,0,0,Monday
Y35392,0,8/20/2012,8/22/2012,1/8/2013,0,0,0,113.08,0.086330935,1,0,0,Tuesday
N6DCAY,1,9/14/2010,2/4/2011,12/1/2013,51,17.64705882,1.960784314,76.42,0.010669253,0,0,0,Monday
Z6BJP8,1,7/17/2012,7/20/2012,2/21/2013,47,2.127659574,0,84.11,0.023148148,0,0,0,Tuesday
QSQU3A,1,8/28/2012,7/20/2012,9/1/2013,26,92.30769231,19.23076923,75.3,0.024509804,0,0,0,Sunday
S3QMH9,1,2/25/2013,2/25/2013,8/20/2013,47,17.0212766,8.510638298,28.22,0.034090909,0,0,0,Tuesday
JU6N5H,1,8/19/2010,1/24/2011,6/30/2013,46,6.52173913,0,120.97,0.094594595,1,0,0,Monday
4X9YV6,0,6/20/2013,7/15/2013,1/15/2014,8,62.5,0,40.86,0.081521739,1,0,0,Thursday
D2NTYD,1,7/6/2011,7/29/2011,11/19/2012,41,31.70731707,7.317073171,62.5,0.010438413,0,0,0,Tuesday
V6EJH9,0,10/5/2011,11/6/2011,11/6/2011,0,0,0,91.66,0,0,0,0,Tuesday
Y3MZ3R,1,2/8/2013,2/10/2013,3/10/2013,43,6.976744186,2.325581395,73.74,0.071428571,0,0,0,Monday
W5WHCQ,1,6/25/2013,6/25/2013,11/20/2013,50,6,2,111.97,0.027027027,1,0,0,Thursday
Y3EE3T,0,4/9/2013,4/9/2013,4/9/2013,0,0,0,194.78,0,0,0,0,Tuesday
3DUSR3,1,8/23/2010,6/6/2011,6/24/2013,48,0,0,93.83,0.010680908,0,0,0,Wednesday
KPLSL4,1,10/14/2011,4/18/2012,9/7/2012,44,31.81818182,0,69.18,0.049295775,1,0,0,Friday
S8G836,1,4/4/2013,5/20/2013,5/20/2013,45,0,0,8.2,0,0,0,0,Tuesday
LTGPKV,1,11/10/2011,11/10/2011,4/30/2013,48,0,0,73.41,0.009310987,0,0,0,Tuesday
DLLN9Z,1,9/19/2011,9/19/2011,9/19/2011,45,13.33333333,2.222222222,38.31,0,0,0,0,Friday
8YJZBW,1,10/24/2012,10/27/2012,10/27/2012,40,65,7.5,52.61,0,0,0,0,Monday
WZPZMF,0,2/20/2013,2/20/2013,11/21/2013,42,26.19047619,2.380952381,75.62,0.010948905,0,0,0,Saturday
SAXM4E,1,9/14/2011,10/19/2011,1/16/2014,56,37.5,10.71428571,66.48,0.081707317,1,0,0,Friday
RSV44U,1,11/13/2012,11/13/2012,11/4/2013,50,14,8,81.87,0.056179775,0,0,0,Thursday
D93NPH,1,5/14/2011,5/15/2011,10/10/2011,45,15.55555556,2.222222222,135.07,0.054054054,0,0,0,Monday
9TXS8X,1,7/3/2011,2/21/2012,2/21/2012,45,6.666666667,2.222222222,158.07,0,0,0,0,Tuesday
A5ENHM,1,1/11/2013,3/20/2013,3/20/2013,45,6.666666667,6.666666667,85.44,0,0,0,0,Thursday
USR85T,0,1/27/2011,6/13/2011,6/1/2013,0,0,0,56.74,0.002781641,0,0,0,Wednesday
D9X3WL,1,9/22/2012,1/24/2013,1/24/2013,45,13.33333333,0,60.02,0,0,0,0,Saturday
NXLB5H,1,12/15/2012,12/15/2012,11/6/2013,47,17.0212766,2.127659574,81.39,0.015337423,0,0,0,Thursday
HCFDB4,0,2/7/2013,3/8/2013,3/8/2013,0,0,0,54.16,0,0,0,0,Tuesday
XXET7U,1,5/9/2013,5/9/2013,7/7/2013,35,68.57142857,0,95.16,0.050847458,0,0,0,Thursday
DWNKEK,1,7/28/2012,9/6/2012,10/29/2012,45,2.222222222,0,82.61,0.056603774,0,0,0,Thursday
6KY4WL,1,5/26/2013,6/7/2013,6/7/2013,45,6.666666667,0,21.99,0,1,0,0,Wednesday
ZNGU6S,1,10/5/2011,10/11/2011,10/11/2011,45,0,0,46.46,0,1,0,0,Wednesday
5XT4ZK,1,3/17/2011,1/5/2012,2/8/2012,44,9.090909091,2.272727273,180.66,0.088235294,0,0,0,Friday
694HMN,1,6/3/2013,6/16/2013,6/16/2013,45,2.222222222,0,89.86,0,1,0,0,Friday
AEU3NW,1,8/28/2012,7/20/2012,2/20/2013,38,0,0,50.61,0.023255814,0,0,0,Sunday
K62V6J,1,8/9/2011,8/11/2011,3/21/2013,46,28.26086957,2.173913043,41.89,0.022108844,0,0,0,Friday
NV9MUA,0,3/6/2012,3/6/2012,3/6/2012,9,22.22222222,0,52.89,0,0,0,0,Tuesday
2AQWRM,1,4/20/2013,4/29/2013,5/20/2013,46,8.695652174,0,60.55,0.19047619,1,0,0,Tuesday
SJFFSZ,0,6/3/2013,7/6/2013,10/29/2013,0,0,0,112.03,0.12173913,1,0,0,Wednesday
2CBXAE,0,9/9/2012,9/11/2012,9/25/2012,0,0,0,46.5,0.214285714,1,0,0,Thursday
YPG2ZC,1,5/6/2013,5/8/2013,8/5/2013,44,2.272727273,2.272727273,117.59,0.033707865,0,0,0,Tuesday
R7V37X,0,6/12/2013,6/17/2013,12/4/2013,0,0,0,46.73,0.017647059,1,0,0,Thursday
E3X94Y,1,9/11/2012,6/16/2013,6/16/2013,46,8.695652174,4.347826087,52.63,0,0,0,0,Monday
B96MJW,1,8/28/2012,4/28/2013,1/13/2014,59,35.59322034,6.779661017,36.94,0.1,0,1,0,Tuesday
RR88SV,1,5/19/2009,4/27/2011,11/24/2013,44,13.63636364,11.36363636,70.2,0.100849257,1,0,0,Thursday
HCC78Y,0,6/25/2013,6/25/2013,6/25/2013,37,5.405405405,0,53.59,0,1,0,0,Wednesday
HKTA5Z,0,3/11/2013,3/19/2013,10/20/2013,0,0,0,42.82,0.046511628,1,0,0,Friday
UHRH8X,0,7/23/2010,3/30/2012,4/24/2012,0,0,0,50.23,0.08,1,0,0,Wednesday
LMTV3D,1,5/24/2013,5/27/2013,5/27/2013,37,56.75675676,5.405405405,200.13,0,1,0,0,Tuesday
Q87PB8,0,9/30/2012,3/16/2013,3/16/2013,0,0,0,54.47,0,0,0,0,Tuesday
NTXAYW,1,12/2/2012,4/24/2013,1/8/2014,38,76.31578947,26.31578947,59.73,0.030888031,1,0,0,Thursday
TK3H54,1,8/7/2011,8/9/2011,10/10/2013,44,20.45454545,4.545454545,192.22,0.017654477,0,0,0,Tuesday
VLADVX,1,9/8/2011,10/3/2011,11/4/2013,48,31.25,8.333333333,85.62,0.034076016,1,0,0,Tuesday
NBU7UY,1,8/25/2010,6/9/2011,11/6/2013,50,26,8,58.31,0.031782066,1,0,0,Friday
NGBN55,1,2/6/2013,2/17/2013,12/1/2013,52,0,0,119.91,0.010452962,0,0,0,Monday
EJSF24,1,3/15/2013,1/13/2014,1/13/2014,47,10.63829787,2.127659574,29.58,0,0,0,0,Tuesday
CBR9L4,1,7/6/2013,7/13/2013,8/11/2013,42,11.9047619,2.380952381,33.37,0.068965517,1,0,0,Monday
H4DP5M,1,5/13/2011,6/6/2011,1/6/2014,38,86.84210526,2.631578947,141.14,0.007407407,0,0,0,Wednesday
54A7NY,1,8/28/2012,5/21/2013,9/16/2013,46,21.73913043,2.173913043,57.61,0.025423729,0,0,0,Wednesday
JTATFV,0,4/28/2013,5/6/2013,5/30/2013,0,0,0,79.81,0.166666667,0,0,0,Tuesday
VCSTFA,1,7/23/2012,7/23/2012,9/10/2012,47,2.127659574,0,68.31,0.081632653,1,0,0,Tuesday
8P4END,1,5/14/2011,6/7/2011,8/20/2013,46,28.26086957,4.347826087,147.68,0.007453416,1,0,0,Wednesday
KMPAKE,0,8/28/2012,9/10/2012,1/31/2013,11,36.36363636,0,49.94,0.034965035,0,0,0,Saturday
XCYZ88,1,4/16/2013,4/16/2013,5/25/2013,40,25,0,76.67,0.051282051,0,0,0,Thursday
CLNPZD,1,4/4/2013,4/15/2013,6/17/2013,42,9.523809524,4.761904762,62.33,0.031746032,1,0,0,Wednesday
P78NN4,1,12/30/2012,12/30/2012,12/30/2012,45,0,0,80.69,0,0,0,0,Wednesday
HGE3FZ,1,1/31/2011,2/4/2011,12/27/2013,50,46,26,51.73,0.015137181,1,0,0,Friday
5H2275,1,3/9/2013,3/9/2013,3/9/2013,46,0,0,188.02,0,0,0,0,Tuesday
ZJQJME,1,2/22/2011,10/6/2011,12/18/2013,291,87.62886598,14.43298969,57.25,0.0460199,1,0,0,Wednesday
CBVFFV,1,3/8/2011,5/24/2011,8/27/2013,47,10.63829787,0,109.41,0.054479419,0,0,0,Wednesday
KUBEWX,1,3/2/2013,3/18/2013,9/10/2013,47,2.127659574,2.127659574,88.94,0.028409091,0,0,0,Tuesday
MWU3KT,0,8/28/2012,7/26/2012,12/7/2012,0,0,0,115.68,0.044776119,1,0,0,Sunday
CYTCRV,1,5/30/2011,3/26/2012,3/26/2012,45,0,0,51.45,0,0,0,0,Monday
YE26FU,1,9/26/2011,11/19/2011,1/7/2014,53,28.30188679,7.547169811,62.44,0.093589744,1,1,0,Wednesday
T4E58A,0,1/6/2011,6/3/2011,6/3/2011,1,0,0,147.49,0,0,0,0,Monday
6SR8YV,1,5/15/2013,5/15/2013,5/15/2013,42,9.523809524,0,54.39,0,0,0,0,Thursday
2QM9J,1,4/14/2011,1/15/2012,4/23/2012,40,30,5,51.95,0.060606061,0,0,0,Monday
349U2D,1,3/17/2013,3/18/2013,10/9/2013,47,6.382978723,0,58.44,0.053658537,0,0,0,Friday
4BLFS8,1,8/22/2011,8/22/2011,1/18/2014,39,97.43589744,25.64102564,35.45,0.136363636,1,0,0,Tuesday
T26AN6,1,3/24/2013,3/24/2013,5/16/2013,41,17.07317073,4.87804878,86.69,0.037735849,0,0,0,Tuesday
5S2XSC,0,6/14/2010,7/13/2010,1/12/2014,5,100,20,188.63,0.053166536,0,0,0,Tuesday
42Q7HT,0,8/28/2012,9/5/2012,6/20/2013,0,0,0,54.99,0.0625,1,0,0,Sunday
G2JYW3,1,7/24/2012,10/25/2012,1/12/2014,51,54.90196078,0,174.83,0.108108108,1,0,1,Tuesday
QW3R7H,1,2/11/2013,2/11/2013,2/11/2013,44,2.272727273,0,30.34,0,1,0,0,Tuesday
P6EFU2,1,9/23/2010,4/12/2011,4/12/2011,40,20,12.5,115.28,0,0,0,0,Tuesday
T2BCKG,1,8/28/2012,7/31/2012,9/13/2012,43,11.62790698,2.325581395,102.12,0.068181818,1,0,0,Thursday
B7WFTS,1,4/8/2013,4/7/2013,5/8/2013,45,0,0,54.83,0.096774194,1,0,0,Tuesday
B8JQDZ,1,6/14/2013,7/22/2013,7/22/2013,44,2.272727273,0,89.03,0,1,0,0,Thursday
MV7GBC,1,6/23/2013,6/23/2013,6/23/2013,42,28.57142857,0,89.95,0,1,0,0,Tuesday
E5C74J,1,5/13/2011,5/20/2011,7/13/2013,46,26.08695652,0,86.65,0.01656051,1,0,0,Monday
D34SGA,1,8/28/2012,10/12/2012,9/5/2013,48,6.25,2.083333333,151.15,0.024390244,0,0,0,Saturday
UY7PPQ,1,2/25/2010,5/6/2010,11/13/2013,48,16.66666667,8.333333333,67.41,0.010878011,0,0,0,Thursday
MPHYHR,1,5/2/2013,5/2/2013,5/2/2013,45,0,0,54.67,0,0,0,0,Tuesday
UFWFG6,1,5/7/2013,6/4/2013,9/26/2013,47,25.53191489,8.510638298,65.58,0.061403509,1,0,0,Wednesday
55U4PY,1,8/28/2012,7/24/2012,3/10/2013,47,6.382978723,0,63.77,0.034934498,0,0,0,Thursday
FHFHMF,1,3/31/2011,5/14/2011,5/14/2011,45,0,0,50.18,0,0,0,0,Thursday
S87JK6,1,4/26/2013,5/10/2013,5/10/2013,25,12,0,86.89,0,0,0,0,Monday
ES57UT,1,5/26/2013,10/14/2013,1/19/2014,47,4.255319149,0,280.23,0.103092784,1,0,0,Friday
2LRRGH,1,4/13/2013,4/15/2013,4/28/2013,45,6.666666667,2.222222222,64.98,0.153846154,0,0,0,Friday
WCC94U,1,6/16/2013,6/16/2013,6/23/2013,43,20.93023256,0,62.15,0.285714286,1,0,0,Monday
9B76JZ,0,10/12/2011,10/16/2011,12/18/2013,4,100,0,41.45,0.007556675,0,0,0,Tuesday
74ESZH,1,11/16/2011,11/21/2011,4/10/2013,42,23.80952381,4.761904762,80.32,0.005928854,0,0,0,Thursday
LKK7XE,1,7/21/2012,7/22/2012,3/24/2013,42,9.523809524,2.380952381,86.93,0.008163265,0,0,0,Friday
E79NWY,1,2/5/2013,2/11/2013,2/11/2013,44,2.272727273,0,89.27,0,0,0,0,Tuesday
5DDYFS,1,5/9/2013,6/25/2013,6/25/2013,45,0,0,49.69,0,0,0,0,Wednesday
SP8D95,0,9/9/2012,1/29/2013,1/29/2013,0,0,0,74.26,0,0,0,0,Wednesday
G6CL5E,1,2/2/2013,2/3/2013,2/3/2013,45,0,0,49.65,0,0,0,0,Wednesday
ZLNUGG,0,5/24/2013,5/24/2013,11/24/2013,17,23.52941176,5.882352941,50.78,0.048913043,1,0,0,Monday
SJCNC8,1,7/6/2010,3/23/2011,1/14/2014,56,28.57142857,14.28571429,111.56,0.093385214,1,1,0,Wednesday
TD6HRK,1,2/25/2011,2/25/2011,1/2/2014,43,67.44186047,2.325581395,80.23,0.008637236,0,0,0,Friday
G87MWC,1,5/28/2010,7/1/2010,7/14/2013,45,26.66666667,8.888888889,54.35,0.028854824,1,0,0,Friday
SNSNAR,0,9/13/2012,2/22/2013,5/3/2013,0,0,0,127.89,0.042857143,0,0,0,Monday
XD7EUM,1,5/26/2013,5/28/2013,8/25/2013,47,12.76595745,4.255319149,71.07,0.123595506,1,0,0,Monday
LPDHP2,1,6/18/2013,6/19/2013,8/10/2013,45,2.222222222,0,60.63,0.057692308,1,0,0,Thursday
ZNE3W3,1,5/17/2012,5/18/2012,1/9/2014,57,21.05263158,1.754385965,94.08,0.08985025,0,1,0,Friday
SNGTJJ,1,8/5/2012,12/9/2012,12/9/2012,45,0,0,58.13,0,0,0,0,Tuesday
V2NEGA,1,4/8/2013,4/7/2013,4/7/2013,40,45,2.5,48.42,0,0,0,0,Tuesday
CAWS8X,0,6/11/2013,6/11/2013,6/24/2013,13,30.76923077,0,142.26,0.153846154,1,0,0,Tuesday
5WJ43H,1,5/28/2013,12/21/2013,12/21/2013,46,28.26086957,4.347826087,59.95,0,1,0,0,Monday
RV84M3,1,9/3/2010,5/26/2013,11/5/2013,41,65.85365854,0,139.45,0.018404908,1,0,0,Tuesday
